"hugo_gene"	"link"
"ISYNA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ISYNA1', target = '_blank'>GeneCards</a>"
"SLC17A9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A9', target = '_blank'>GeneCards</a>"
"SLC25A6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6', target = '_blank'>GeneCards</a>"
"INPP5B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5B', target = '_blank'>GeneCards</a>"
"EEA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EEA1', target = '_blank'>GeneCards</a>"
"CYTH3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH3', target = '_blank'>GeneCards</a>"
"DAPP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPP1', target = '_blank'>GeneCards</a>"
"PLEKHA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA4', target = '_blank'>GeneCards</a>"
"PLCD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCD1', target = '_blank'>GeneCards</a>"
"RDX"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RDX', target = '_blank'>GeneCards</a>"
"SPTBN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTBN1', target = '_blank'>GeneCards</a>"
"NUDT9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT9', target = '_blank'>GeneCards</a>"
"IGF2R"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2R', target = '_blank'>GeneCards</a>"
"M6PR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=M6PR', target = '_blank'>GeneCards</a>"
"PRDX6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX6', target = '_blank'>GeneCards</a>"
"SFTPA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPA1', target = '_blank'>GeneCards</a>"
"FGA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGA', target = '_blank'>GeneCards</a>"
"FGB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB', target = '_blank'>GeneCards</a>"
"FGG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGG', target = '_blank'>GeneCards</a>"
"SLC5A8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A8', target = '_blank'>GeneCards</a>"
"S100A7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7', target = '_blank'>GeneCards</a>"
"GNLY"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GNLY', target = '_blank'>GeneCards</a>"
"EN2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EN2', target = '_blank'>GeneCards</a>"
"FGF4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4', target = '_blank'>GeneCards</a>"
"FST"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FST', target = '_blank'>GeneCards</a>"
"SMARCA5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5', target = '_blank'>GeneCards</a>"
"IFNB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNB1', target = '_blank'>GeneCards</a>"
"KRTAP5-3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP5-3', target = '_blank'>GeneCards</a>"
"LGALS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS2', target = '_blank'>GeneCards</a>"
"SFTPD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD', target = '_blank'>GeneCards</a>"
"RTCB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB', target = '_blank'>GeneCards</a>"
"CLEC14A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC14A', target = '_blank'>GeneCards</a>"
"KHSRP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KHSRP', target = '_blank'>GeneCards</a>"
"ENOX2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENOX2', target = '_blank'>GeneCards</a>"
"NAGA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGA', target = '_blank'>GeneCards</a>"
"IFNGR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNGR1', target = '_blank'>GeneCards</a>"
"RCAN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN1', target = '_blank'>GeneCards</a>"
"GANAB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GANAB', target = '_blank'>GeneCards</a>"
"GANC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GANC', target = '_blank'>GeneCards</a>"
"BRAF V600E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF V600E', target = '_blank'>GeneCards</a>"
"SCMH1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCMH1', target = '_blank'>GeneCards</a>"
"ACTA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2', target = '_blank'>GeneCards</a>"
"ATP5ME"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5ME', target = '_blank'>GeneCards</a>"
"ATP5MG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MG', target = '_blank'>GeneCards</a>"
"CYB5B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5B', target = '_blank'>GeneCards</a>"
"DIABLO"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DIABLO', target = '_blank'>GeneCards</a>"
"FBXO41"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO41', target = '_blank'>GeneCards</a>"
"HNRNPF"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPF', target = '_blank'>GeneCards</a>"
"HNRNPK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPK', target = '_blank'>GeneCards</a>"
"HSPA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4', target = '_blank'>GeneCards</a>"
"HSPE1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPE1', target = '_blank'>GeneCards</a>"
"HSPH1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1', target = '_blank'>GeneCards</a>"
"NUDC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDC', target = '_blank'>GeneCards</a>"
"PAPPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA', target = '_blank'>GeneCards</a>"
"RANBP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP1', target = '_blank'>GeneCards</a>"
"SF3A3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A3', target = '_blank'>GeneCards</a>"
"SMARCE1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCE1', target = '_blank'>GeneCards</a>"
"TPD52L2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52L2', target = '_blank'>GeneCards</a>"
"TPM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM1', target = '_blank'>GeneCards</a>"
"TPM3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3', target = '_blank'>GeneCards</a>"
"TPM4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM4', target = '_blank'>GeneCards</a>"
"VIM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM', target = '_blank'>GeneCards</a>"
"YWHAZ"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAZ', target = '_blank'>GeneCards</a>"
"NEK11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK11', target = '_blank'>GeneCards</a>"
"GALK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK2', target = '_blank'>GeneCards</a>"
"DLX3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX3', target = '_blank'>GeneCards</a>"
"ADGRF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF1', target = '_blank'>GeneCards</a>"
"PPCDC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCDC', target = '_blank'>GeneCards</a>"
"GCDH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCDH', target = '_blank'>GeneCards</a>"
"AANAT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AANAT', target = '_blank'>GeneCards</a>"
"IVD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IVD', target = '_blank'>GeneCards</a>"
"GHRHR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRHR', target = '_blank'>GeneCards</a>"
"GHR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GHR', target = '_blank'>GeneCards</a>"
"TRPC4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC4', target = '_blank'>GeneCards</a>"
"VARS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS', target = '_blank'>GeneCards</a>"
"CXCR6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR6', target = '_blank'>GeneCards</a>"
"SPINK6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK6', target = '_blank'>GeneCards</a>"
"LARS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS2', target = '_blank'>GeneCards</a>"
"LCMT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LCMT1', target = '_blank'>GeneCards</a>"
"LCMT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LCMT2', target = '_blank'>GeneCards</a>"
"GUCY2C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY2C', target = '_blank'>GeneCards</a>"
"PIPSL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPSL', target = '_blank'>GeneCards</a>"
"PSMC1P1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1P1', target = '_blank'>GeneCards</a>"
"PSMC3IP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC3IP', target = '_blank'>GeneCards</a>"
"PSMD10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10', target = '_blank'>GeneCards</a>"
"PSMD10P1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10P1', target = '_blank'>GeneCards</a>"
"PSMD10P2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10P2', target = '_blank'>GeneCards</a>"
"PSMD10P3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10P3', target = '_blank'>GeneCards</a>"
"PSMD4P1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD4P1', target = '_blank'>GeneCards</a>"
"PSMD5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD5', target = '_blank'>GeneCards</a>"
"PSMD9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9', target = '_blank'>GeneCards</a>"
"PSME1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME1', target = '_blank'>GeneCards</a>"
"PSME2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME2', target = '_blank'>GeneCards</a>"
"PSME2P2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME2P2', target = '_blank'>GeneCards</a>"
"PSME3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3', target = '_blank'>GeneCards</a>"
"PSME4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME4', target = '_blank'>GeneCards</a>"
"PSMF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMF1', target = '_blank'>GeneCards</a>"
"KEL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KEL', target = '_blank'>GeneCards</a>"
"NOXO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NOXO1', target = '_blank'>GeneCards</a>"
"NRIP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NRIP1', target = '_blank'>GeneCards</a>"
"CYP3A5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A5', target = '_blank'>GeneCards</a>"
"THBD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD', target = '_blank'>GeneCards</a>"
"CLEC4E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4E', target = '_blank'>GeneCards</a>"
"BMP4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4', target = '_blank'>GeneCards</a>"
"CAST"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST', target = '_blank'>GeneCards</a>"
"COMP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=COMP', target = '_blank'>GeneCards</a>"
"CP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CP', target = '_blank'>GeneCards</a>"
"MGP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP', target = '_blank'>GeneCards</a>"
"PCDH19"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH19', target = '_blank'>GeneCards</a>"
"S100A9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A9', target = '_blank'>GeneCards</a>"
"CSTB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTB', target = '_blank'>GeneCards</a>"
"A2M"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=A2M', target = '_blank'>GeneCards</a>"
"SLC12A6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A6', target = '_blank'>GeneCards</a>"
"SLC12A7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A7', target = '_blank'>GeneCards</a>"
"GPR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR3', target = '_blank'>GeneCards</a>"
"A1BG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=A1BG', target = '_blank'>GeneCards</a>"
"ACTG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1', target = '_blank'>GeneCards</a>"
"ACTN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1', target = '_blank'>GeneCards</a>"
"AFM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AFM', target = '_blank'>GeneCards</a>"
"AHSG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG', target = '_blank'>GeneCards</a>"
"ANXA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA4', target = '_blank'>GeneCards</a>"
"APLP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP1', target = '_blank'>GeneCards</a>"
"APOA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1', target = '_blank'>GeneCards</a>"
"APOA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA2', target = '_blank'>GeneCards</a>"
"APOA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA4', target = '_blank'>GeneCards</a>"
"APOBR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBR', target = '_blank'>GeneCards</a>"
"APOC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC2', target = '_blank'>GeneCards</a>"
"APOC3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3', target = '_blank'>GeneCards</a>"
"APOD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOD', target = '_blank'>GeneCards</a>"
"APOE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE', target = '_blank'>GeneCards</a>"
"BDNF"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF', target = '_blank'>GeneCards</a>"
"C1QC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QC', target = '_blank'>GeneCards</a>"
"C4B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B', target = '_blank'>GeneCards</a>"
"C4BPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C4BPA', target = '_blank'>GeneCards</a>"
"C5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C5', target = '_blank'>GeneCards</a>"
"C8B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C8B', target = '_blank'>GeneCards</a>"
"C9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C9', target = '_blank'>GeneCards</a>"
"CFH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH', target = '_blank'>GeneCards</a>"
"CFI"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CFI', target = '_blank'>GeneCards</a>"
"CLEC3B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC3B', target = '_blank'>GeneCards</a>"
"CLIC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC1', target = '_blank'>GeneCards</a>"
"CLU"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU', target = '_blank'>GeneCards</a>"
"EIF6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF6', target = '_blank'>GeneCards</a>"
"HDGF"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDGF', target = '_blank'>GeneCards</a>"
"HEPHL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPHL1', target = '_blank'>GeneCards</a>"
"HIST1H1E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST1H1E', target = '_blank'>GeneCards</a>"
"HIST1H2BC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST1H2BC', target = '_blank'>GeneCards</a>"
"HNRNPA2B1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA2B1', target = '_blank'>GeneCards</a>"
"HNRNPH1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH1', target = '_blank'>GeneCards</a>"
"HNRNPH3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH3', target = '_blank'>GeneCards</a>"
"HNRNPL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPL', target = '_blank'>GeneCards</a>"
"HPR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HPR', target = '_blank'>GeneCards</a>"
"HSPA13"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA13', target = '_blank'>GeneCards</a>"
"HSPD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1', target = '_blank'>GeneCards</a>"
"IAPP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP', target = '_blank'>GeneCards</a>"
"IGFALS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFALS', target = '_blank'>GeneCards</a>"
"IGHG4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHG4', target = '_blank'>GeneCards</a>"
"IGLL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLL1', target = '_blank'>GeneCards</a>"
"ITIH2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH2', target = '_blank'>GeneCards</a>"
"KRT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT1', target = '_blank'>GeneCards</a>"
"KRT10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT10', target = '_blank'>GeneCards</a>"
"KRT8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8', target = '_blank'>GeneCards</a>"
"KRT9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT9', target = '_blank'>GeneCards</a>"
"LRG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LRG1', target = '_blank'>GeneCards</a>"
"LUM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LUM', target = '_blank'>GeneCards</a>"
"NEIL2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEIL2', target = '_blank'>GeneCards</a>"
"PARK7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7', target = '_blank'>GeneCards</a>"
"PDIA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3', target = '_blank'>GeneCards</a>"
"PEBP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP1', target = '_blank'>GeneCards</a>"
"PGLYRP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP2', target = '_blank'>GeneCards</a>"
"PRDX1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX1', target = '_blank'>GeneCards</a>"
"PTGES3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES3', target = '_blank'>GeneCards</a>"
"RACK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1', target = '_blank'>GeneCards</a>"
"RPS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2', target = '_blank'>GeneCards</a>"
"RPSA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA', target = '_blank'>GeneCards</a>"
"SCO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCO1', target = '_blank'>GeneCards</a>"
"SERPINA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA4', target = '_blank'>GeneCards</a>"
"SERPINA7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7', target = '_blank'>GeneCards</a>"
"SERPIND1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPIND1', target = '_blank'>GeneCards</a>"
"SERPINF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1', target = '_blank'>GeneCards</a>"
"SERPINF2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF2', target = '_blank'>GeneCards</a>"
"SF3A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A2', target = '_blank'>GeneCards</a>"
"SFPQ"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SFPQ', target = '_blank'>GeneCards</a>"
"SRSF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1', target = '_blank'>GeneCards</a>"
"STIP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=STIP1', target = '_blank'>GeneCards</a>"
"VTN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN', target = '_blank'>GeneCards</a>"
"ACP5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP5', target = '_blank'>GeneCards</a>"
"ADI1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1', target = '_blank'>GeneCards</a>"
"DDX39B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX39B', target = '_blank'>GeneCards</a>"
"GDF5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF5', target = '_blank'>GeneCards</a>"
"RNGTT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNGTT', target = '_blank'>GeneCards</a>"
"AHSP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP', target = '_blank'>GeneCards</a>"
"FXN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FXN', target = '_blank'>GeneCards</a>"
"TFRC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC', target = '_blank'>GeneCards</a>"
"PRMT4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT4', target = '_blank'>GeneCards</a>"
"SCTR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCTR', target = '_blank'>GeneCards</a>"
